CONSULTA DE CENTROS Y SERVICIOS EDUCATIVOS;;;;;;;;;;;;;;
AREA TERRITORIAL;CODIGO CENTRO;TIPO DE CENTRO;CENTRO;DOMICILIO;MUNICIPIO;DISTRITO MUNICIPAL;COD. POSTAL;TELEFONO;FAX;EMAIL;EMAIL2;TITULARIDAD
Madrid-Capital;28008223;CPR INF-PRI-SEC;NUESTRA SEÑORA DEL BUEN CONSEJO;Calle De Ábalos, 5 ;Madrid;Ciudad Lineal;28043;914132551;914132551;cc.nsbuenconsejo.madrid@educa.madrid.org;direccion@colegiobuenconsejo.es;Privado Concertado;
Madrid-Capital;28013036;CPR INF-PRI-SEC;NUESTRA SEÑORA DEL CARMEN;Avenida Real De Pinto, 41 ;Madrid;Villaverde;28021;917970146;-;cc.nscarmen.madrid@educa.madrid.org;dir@nscarmen.corazonistas.org;Privado Concertado;
Madrid-Capital;28017844;CPR INF-PRI-SEC;NUESTRA SEÑORA DEL PILAR;Calle De Sánchez Preciados, 62 ;Madrid;Moncloa-Aravaca;28039;914502012;-;cc.ntrasrapilar.madrid@educa.madrid.org;direccion.elpilar@fundaciontrilema.org;Privado Concertado;
Madrid-Capital;28008511;CPR INF-PRI-SEC;NUESTRA SEÑORA DEL PILAR;Calle De Castelló, 56 ;Madrid;Salamanca;28001;915750404;915763890;cc.nspilar.madrid@educa.madrid.org;secretaria@nspilar.com;Privado Concertado;
Madrid-Capital;28008508;CPR INF-PRI-SEC;NUESTRA SEÑORA DEL PILAR;Calle De San Benito, 6 ;Madrid;Tetuán;28029;913151215;913154061;cc.nsdelpilar.madrid@educa.madrid.org;titularplaza@salesianas.org;Privado Concertado;
Madrid-Capital;28013371;CPR INF-PRI-SEC;NUESTRA SEÑORA DEL RECUERDO;Plaza Del Duque De Pastrana, 5 ;Madrid;Chamartín;28036;913022640;913839668;cc.nsdelrecuerdo.madrid@educa.madrid.org;recuerdo@recuerdo.net;Privado Concertado;
Madrid-Capital;28015653;CPR INF-PRI-SEC;OBISPO PERELLO;Calle De La Virgen Del Sagrario, 22 ;Madrid;Ciudad Lineal;28027;914060000;914073547;cc.obispoperello.madrid@educa.madrid.org;secretaria@obispoperello.com;Privado Concertado;
Madrid-Norte;28032638;CPR INF-PRI-SEC;PADRE MANYANET;Carretera Del Goloso, K3,78 ;Alcobendas;-;28108;916624620;916624596;cc.manyanet.alcobendas@educa.madrid.org;direccion@alcobendas.manyanet.org;Privado Concertado;
Madrid-Capital;28013838;CPR INF-PRI-SEC;PARAISO SAGRADOS CORAZONES;Calle Del Padre Damián, 34 ;Madrid;Chamartín;28036;913441693;-;cc.paraisosagradoscorazones.madrid@educa.madrid.org;secretaria@colegioparaiso.es;Privado Concertado;
Madrid-Oeste;28030058;CPR INF-PRI-SEC;PARQUE;Calle Piamonte, 19 ;Galapagar;-;28420;902010911;918593852;cc.parque.galapagar@educa.madrid.org;secretaria@colegioparque.com;Privado Concertado;
Madrid-Capital;28013504;CPR INF-PRI-SEC;PATROCINIO DE SAN JOSE;Calle De Edgar Neville, 24 ;Madrid;Tetuán;28020;915359840;915359841;cc.patrociniodesanjose.madrid@educa.madrid.org;secretaria@patrociniosanjose.org;Privado Concertado;
Madrid-Capital;28013565;CPR INF-PRI-SEC;PUREZA DE MARIA;Calle De Lira, 10 ;Madrid;Retiro;28007;915736001;-;cc.purezademaria.madrid@educa.madrid.org;secretaria@pmaria-madrid.org;Privado Concertado;
Madrid-Capital;28013590;CPR INF-PRI-SEC;RAFAELA YBARRA;Avenida De Rafaela Ybarra, 73 ;Madrid;Usera;28026;915691205;-;cc.rafaelaybarra.madrid@educa.madrid.org;secretaria@colegiorafaelaybarra.es;Privado Concertado;
Madrid-Capital;28013607;CPR INF-PRI-SEC;RAIMUNDO LULIO;Avenida De San Diego, 63 ;Madrid;Puente de Vallecas;28053;914781997;-;cc.raimundolulio.madrid@educa.madrid.org;secretaria@colegioraimundolulio.org;Privado Concertado;
Madrid-Oeste;28024393;CPR INF-PRI-SEC;REAL COLEGIO ALFONSO XII;Avenida Juan De Borbón Y Battenberg, 2 ;San Lorenzo de El Escorial;-;28200;918905711;918903190;cc.rcalfonsodoce.sanlorenzo@educa.madrid.org;secretario@colegioalfonsoxii.com;Privado Concertado;
Madrid-Capital;28013191;CPR INF-PRI-SEC;REAL COLEGIO NUESTRA SEÑORA DE LORETO;Calle De O'donnell, 61 ;Madrid;Salamanca;28009;915733210;915737624;cc.realcolegionsloreto.madrid@educa.madrid.org;secretaria@realcolegioloretomadrid.es;Privado Concertado;
Madrid-Capital;28009549;CPR INF-PRI-SEC;REAL COLEGIO SANTA ISABEL-LA ASUNCION;Calle De Santa Isabel, 46 ;Madrid;Centro;28012;915273183;915289845;cc.rcsantaisabel.madrid@educa.madrid.org;direcciongeneral@santaisabel.es;Privado Concertado;
Madrid-Capital;28016256;CPR INF-PRI-SEC;REINADO DEL CORAZON DE JESUS;Calle De Walía, 19 ;Madrid;Retiro;28007;915517462;-;cc.reinadodelcorazondejesus.madrid@educa.madrid.org;info@colegioreinadomadrid.es;Privado Concertado;
Madrid-Capital;28046509;CPR INF-PRI-SEC;SAGRADA FAMILIA;Calle De Oberón, 6 ;Madrid;Moratalaz;28030;913015281;913015287;cc.sagradafamilia-moratalaz.madrid@educa.madrid.org;direccion@safamadrid.com;Privado Concertado;
Madrid-Capital;28013723;CPR INF-PRI-SEC;SAGRADA FAMILIA;Calle De Jorge Juan, 165 ;Madrid;Salamanca;28028;913559055;913564995;cc.sagradafamilia.madrid@educa.madrid.org;dir@safajj.corazonistas.org;Privado Concertado;
Madrid-Capital;28013759;CPR INF-PRI-SEC;SAGRADA FAMILIA DE URGEL;Avenida De Palomeras, 88 ;Madrid;Puente de Vallecas;28018;913031032;913031029;cc.sgdafamilia.madrid@educa.madrid.org;sfurgelm@planalfa.es;Privado Concertado;
Madrid-Capital;28020107;CPR INF-PRI-SEC;SAGRADO CORAZON;Plaza De La Madre María Ana Mogas, 12 ;Madrid;Fuencarral-El Pardo;28034;917340218;913720028;cc.scorazon-fuencarral.madrid@educa.madrid.org;direccion_scf@edu.anamogas.org;Privado Concertado;
Madrid-Capital;28008909;CPR INF-PRI-SEC;SAGRADO CORAZON;Avenida De Alfonso Xiii, 127 ;Madrid;Chamartín;28016;913531380;913592142;cc.sagradocorazon-chamartin.madrid@educa.madrid.org;secretaria.m@corazonistas.com;Privado Concertado;
Madrid-Capital;28008892;CPR INF-PRI-SEC;SAGRADO CORAZON;Calle De Santa Magdalena Sofía, 12 ;Madrid;Chamartín;28036;913023540;913839329;cc.scorazonchamartin.madrid@educa.madrid.org;secretaria.chamartin@fesofiabarat.es;Privado Concertado;
Madrid-Capital;28013772;CPR INF-PRI-SEC;SAGRADO CORAZON;Paseo De Santa María De La Cabeza, 115 ;Madrid;Usera;28026;914765112;914755196;cc.sagradocorazon.madrid@educa.madrid.org;info@csc-capuchinos.com;Privado Concertado;
Madrid-Capital;28007292;CPR INF-PRI-SEC;SAGRADO CORAZON DE JESUS;Paseo Del General Martínez Campos, 6 ;Madrid;Chamberí;28010;914454512;-;cc.scorazonchamberi.madrid@educa.madrid.org;direccion@colegioscjesusmartinezcampos.es;Privado Concertado;
Madrid-Capital;28013802;CPR INF-PRI-SEC;SAGRADO CORAZON DE JESUS;Calle De Valderribas, 2 ;Madrid;Retiro;28007;915511655;-;cc.scorazondejesus-retiro.madrid@educa.madrid.org;salesianasscj@planalfa.es;Privado Concertado;
Madrid-Capital;28013784;CPR INF-PRI-SEC;SAGRADO CORAZON DE JESUS;Calle De Ferraz, 63 ;Madrid;Moncloa-Aravaca;28008;915490358;915499177;cc.scorazonferraz.madrid@educa.madrid.org;secretaria.rosales@fesofiabarat.es;Privado Concertado;
Madrid-Oeste;28029573;CPR INF-PRI-SEC;SAGRADO CORAZON REPARADORAS;Avenida Guadarrama, 10 ;Majadahonda;-;28220;916387711;916344174;cc.screparadoras.majadahonda@educa.madrid.org;sagradocorazonreparadoras@screparadoras.es;Privado Concertado;
Madrid-Capital;28008946;CPR INF-PRI-SEC;SAGRADOS CORAZONES;Calle De Martín De Los Heros, 91 ;Madrid;Moncloa-Aravaca;28008;630373064;915499764;cc.sagradoscorazones.madrid@educa.madrid.org;colegio@colegiosscc.es;Privado Concertado;
Madrid-Capital;28012640;CPR INF-PRI-SEC;SALESIANOS ATOCHA;Ronda De Atocha, 27 ;Madrid;Arganzuela;28012;915062100;915304100;cc.salesianosatocha.madrid@educa.madrid.org;sa.secretaria@salesianosatocha.com;Privado Concertado;
Madrid-Capital;28022475;CPR INF-PRI-SEC;SALESIANOS CARABANCHEL BEATO MIGUEL RÚA;Ronda De Don Bosco, 3 ;Madrid;Carabanchel;28044;915087640;915086152;cc.salesianoscarabanchel.madrid@educa.madrid.org;secretaria@salesianoscarabanchel.com;Privado Concertado;
Madrid-Capital;28009291;CPR INF-PRI-SEC;SALESIANOS ESTRECHO SAN JUAN BAUTISTA;Calle De Francos Rodríguez, 5 ;Madrid;Tetuán;28039;914500000;914501951;cc.sanjuanbautista.madrid@educa.madrid.org;director@salesianosestrecho.es;Privado Concertado;
Madrid-Capital;28014193;CPR INF-PRI-SEC;SALESIANOS PASEO DE EXTREMADURA;Calle De Repullés Y Vargas, 11 ;Madrid;Latina;28011;914640050;911109965;cc.sanmiguelarcangel.madrid@educa.madrid.org;director@salesianospaseo.com;Privado Concertado;
Madrid-Sur;28025361;CPR INF-PRI-SEC;SAMER CALASANZ;Calle Tenerías, 30 ;Valdemoro;-;28342;918951130;-;cc.samercalasanz.valdemoro@educa.madrid.org;direccion@samercalasanz.es;Privado Concertado;
Madrid-Capital;28015471;CPR INF-PRI-SEC;SAN AGUSTIN;Calle Del Padre Damián, 18 ;Madrid;Chamartín;28036;914589620;913441271;cc.sanagustin.madrid@educa.madrid.org;csam@csamadrid.org;Privado Concertado;
Madrid-Oeste;28069315;CPR INF-PRI-SEC;SAN AGUSTIN;Calle Santa Emilia, 20 ;Guadarrama;-;28440;918511820;-;cc.sanagustin.guadarrama@educa.madrid.org;csalosnegrales@gmail.com;Privado Concertado;
Madrid-Capital;28016645;CPR INF-PRI-SEC;SAN ALBERTO MAGNO;Travesia De Iván De Vargas, 1 ;Madrid;Carabanchel;28019;915693684;915651281;cc.sanalbertomagno.madrid@educa.madrid.org;tesoreria@colegiosam.com;Privado Concertado;
Madrid-Capital;28018711;CPR INF-PRI-SEC;SAN BERNARDO;Avenida Del Manzanares, 20-22 ;Madrid;Latina;28011;913666413;913642084;cc.sanbernardo.madrid@educa.madrid.org;administracion@fundacionsanbernardo.es;Privado Concertado;
Madrid-Capital;28009033;CPR INF-PRI-SEC;SAN BUENAVENTURA;Calle De El Greco, 16 ;Madrid;Latina;28011;915267161;-;cc.sanbuenaventura.madrid@educa.madrid.org;direccion@sanbuenaventura.org;Privado Concertado;
Madrid-Capital;28013991;CPR INF-PRI-SEC;SAN FRANCISCO DE ASIS;Calle De La Madre Carmen Del Niño Jesús, 7 ;Madrid;Chamartín;28002;915634404;915611239;cc.sanfranciscodeasis.madrid@educa.madrid.org;csfasis@hfscorazones.org;Privado Concertado;
Madrid-Este;28000406;CPR INF-PRI-SEC;SAN GABRIEL;Carretera Daganzo, K 2,5 ;Alcalá de Henares;-;28800;918890650;-;cc.sangabriel.alcala@educa.madrid.org;direccion@colegiosangabriel.com;Privado Concertado;
Madrid-Capital;28014570;CPR INF-PRI-SEC;SAN GABRIEL;Calle De Eugenia De Montijo, 92 ;Madrid;Carabanchel;28025;914665121;914617026;cc.sangabriel.madrid@educa.madrid.org;direccion@sgonline.es;Privado Concertado;
Madrid-Oeste;28025166;CPR INF-PRI-SEC;SAN IGNACIO DE LOYOLA;Paseo De Andrés Vergara, 5 ;Torrelodones;-;28250;918544989;918544988;cc.sanignaciodeloyola.torrelodones@educa.madrid.org;colegio@sanignaciotorrelodones.es;Privado Concertado;
Madrid-Oeste;28023832;CPR INF-PRI-SEC;SAN JOSE DE CLUNY;Avenida Juan Xxiii, 7 ;Pozuelo de Alarcón;-;28224;913520648;913524025;cc.sanjosecluny.pozuelodealarcon@educa.madrid.org;secretaria@clunypozuelo.es;Privado Concertado;
Madrid-Este;28024897;CPR INF-PRI-SEC;SAN JUAN BOSCO;Calle Hierro, 41 ;Torrejón de Ardoz;-;28850;916755196;916487541;cc.sjuanbosco.torrejondeardoz@educa.madrid.org;colegio@sjbosco.e.telefonica.net;Privado Concertado;
Madrid-Sur;28023315;CPR INF-PRI-SEC;SAN LUIS GONZAGA;Calle Don José María López Malla, 5 ;Navalcarnero;-;28600;918110915;918110915;cc.sanluisgonzaga.navalcarnero@educa.madrid.org;slg@sanluisgonzaga.org;Privado Concertado;
Madrid-Capital;28019725;CPR INF-PRI-SEC;SAN RAMON Y SAN ANTONIO;Calle De Rodríguez Marín, 57 ;Madrid;Chamartín;28002;915637091;915637219;cc.sanramonsanantonio.madrid@educa.madrid.org;secretaria@colegiosanramonysanantonio.es;Privado Concertado;
Madrid-Capital;28046881;CPR INF-PRI-SEC;SAN SATURIO;Calle De Sebastián Herrera, 21-23 ;Madrid;Arganzuela;28012;915394175;915397747;cc.sansaturio.madrid@educa.madrid.org;colegiosansa@yahoo.es;Privado Concertado;
Madrid-Capital;28009446;CPR INF-PRI-SEC;SAN VIATOR;Plaza De Fernández Ladreda, 2 ;Madrid;Usera;28026;915697003;-;cc.sanviator.madrid@educa.madrid.org;info@colegiosanviator.es;Privado Concertado;
Madrid-Capital;28006378;CPR INF-PRI-SEC;SANTA ANA Y SAN RAFAEL;Calle Del Doctor Esquerdo, 53 ;Madrid;Salamanca;28028;915738015;915044589;cc.santaanasanrafael.madrid@educa.madrid.org;secretaria@sasr.es;Privado Concertado;
Madrid-Capital;28014363;CPR INF-PRI-SEC;SANTA CATALINA DE SENA;Avenida De Alfonso Xiii, 160 ;Madrid;Chamartín;28016;913595605;-;cc.santacatalinasena.madrid@educa.madrid.org;stacatalina@fefcoll.org;Privado Concertado;
Madrid-Capital;28014417;CPR INF-PRI-SEC;SANTA FRANCISCA JAVIER CABRINI;Calle De Santa Francisca Javier Cabrini, 2 ;Madrid;Hortaleza;28043;913002513;913889463;cc.cabrini.madrid@educa.madrid.org;sfjcabrinim@planalfa.es;Privado Concertado;
Madrid-Capital;28009525;CPR INF-PRI-SEC;SANTA GEMA GALGANI;Calle De Escalona, 59 ;Madrid;Latina;28024;917115093;917117216;cc.santagemagalgani.madrid@educa.madrid.org;info@colegio-santagema.es;Privado Concertado;
Madrid-Oeste;28046182;CPR INF-PRI-SEC;SANTA MARIA;Carretera Moralzarzal, 6 ;Collado Villalba;-;28400;918500163;-;cc.santamaria.colladovillalba@educa.madrid.org;direccion@maristasvillalba.com;Privado Concertado;
Madrid-Capital;28011921;CPR INF-PRI-SEC;SANTA MARIA DE LA HISPANIDAD;Calle Del Vizconde De Uzqueta, 23 ;Madrid;Hortaleza;28042;917412584;-;cc.smdelahispanidad.madrid@educa.madrid.org;secretaria@smhispanidad.com;Privado Concertado;
Madrid-Capital;28014491;CPR INF-PRI-SEC;SANTA MARIA DEL BOSQUE;Calle De La Gaviota, 14 ;Madrid;Carabanchel;28025;915250000;-;cc.smbosque.madrid@educa.madrid.org;colegio@smbosque.es;Privado Concertado;
Madrid-Capital;28009641;CPR INF-PRI-SEC;SANTA MARIA DEL PILAR;Calle De Los Reyes Magos, 3 ;Madrid;Retiro;28009;915738007;-;cc.santamariadelpilar.madrid@educa.madrid.org;colegio@santamariadelpilar.es;Privado Concertado;
Madrid-Capital;28020417;CPR INF-PRI-SEC;SANTA MARIA DEL YERMO;Calle De Gaztambide, 91 ;Madrid;Chamberí;28003;915492917;915499326;cc.yermo.madrid@educa.madrid.org;secretaria.yermo@fesd.es;Privado Concertado;
Madrid-Capital;28069297;CPR INF-PRI-SEC;SANTA MARIA LA BLANCA;Calle De Monasterio De Oseira, S/n ;Madrid;Fuencarral-El Pardo;28049;917508692;917508636;cc.santamarialablanca.madrid@educa.madrid.org;secretaria@c.csmb.es;Privado Concertado;
Madrid-Sur;28000947;CPR INF-PRI-SEC;SANTISIMA TRINIDAD;Calle De Ribadavia, 2 ;Alcorcón;-;28925;916191823;916103443;cc.santisimatrinidad.alcorcon@educa.madrid.org;dtitular.stma.alcorcon@centrosfest.net;Privado Concertado;
Madrid-Capital;28009793;CPR INF-PRI-SEC;SANTISIMO SACRAMENTO;Calle De Arturo Soria, 208 ;Madrid;Ciudad Lineal;28043;914135938;915100216;cc.ssacramento.madrid@educa.madrid.org;secretaria@ssacramento.org;Privado Concertado;
Madrid-Capital;28009823;CPR INF-PRI-SEC;SANTO ANGEL DE LA GUARDA;Calle De Alcalá, 587 ;Madrid;San Blas-Canillejas;28022;917416154;917423505;cc.santoangel.madrid@educa.madrid.org;secretaria@colegiosantoangelmadrid.com;Privado Concertado;
Madrid-Sur;28023716;CPR INF-PRI-SEC;SANTO DOMINGO DE SILOS;Calle De Santa Teresa, 7 ;Pinto;-;28320;916912950;916920696;cc.santodomingodesilos.pinto@educa.madrid.org;info@santodomingodesilos.org;Privado Concertado;
Madrid-Capital;28011908;CPR INF-PRI-SEC;TAJAMAR;Calle De Pío Felipe, 12 ;Madrid;Puente de Vallecas;28038;914772500;914782036;cc.tajamar.madrid@educa.madrid.org;info@tajamar.es;Privado Concertado;
Madrid-Sur;28041536;CPR INF-PRI-SEC;TORRENTE BALLESTER;Calle Getafe, S/n ;Parla;-;28981;916986589;911723085;cc.torrenteballester.parla@educa.madrid.org;direccion@colegiotorrenteballester.com;Privado Concertado;
Madrid-Capital;28058135;CPR INF-PRI-SEC;TRES OLIVOS;Calle De Casildea De Vandalia, 3 ;Madrid;Fuencarral-El Pardo;28034;917355160;917352333;cc.tresolivos.madrid@educa.madrid.org;ana.canizares@colegiotresolivos.org;Privado Concertado;
Madrid-Norte;28071309;CPR INF-PRI-SEC;TRINITY COLLEGE SAN SEBASTIAN DE LOS REYES;Calle Hoces Del Duratón (urb. Fresno Norte), S/n ;San Sebastián de los Reyes;-;28700;916287700;916287701;cc.trinitycollege.sansebastian@educa.madrid.org;secretaria@trinitycollegessreyes.es;Privado Concertado;
Madrid-Capital;28015495;CPR INF-PRI-SEC;VALDELUZ;Calle De Fermín Caballero, 53 ;Madrid;Fuencarral-El Pardo;28034;913780099;917387975;cc.valdeluz.madrid@educa.madrid.org;direccion@colegio-valdeluz.com;Privado Concertado;
Madrid-Capital;28014867;CPR INF-PRI-SEC;VEDRUNA;Calle Del Espinar, 41 ;Madrid;Carabanchel;28025;914650109;915257505;cc.vedruna-carabanchel.madrid@educa.madrid.org;direccion.carabanchel@vedruna.es;Privado Concertado;
Madrid-Sur;28023066;CPR INF-PRI-SEC;VILLA DE MOSTOLES;Calle Camino De Humanes, 40 ;Móstoles;-;28938;916453055;916457401;cc.villademostoles.mostoles@educa.madrid.org;secretaria@cbvm.net;Privado Concertado;
Madrid-Sur;28057881;CPR INF-PRI-SEC;VILLA DE NAVALCARNERO;Calle De La Estrella, 37 ;Navalcarnero;-;28600;918111551;-;cc.villadenavalcarnero.navalcarnero@educa.madrid.org;secretaria@cvnavalcarnero.com;Privado Concertado;
Madrid-Sur;28040519;CPR INF-PRI-SEC;VILLALKOR;Calle Asturias, 104 ;Alcorcón;-;28922;916658066;911412902;cc.villalkor.alcorcon@educa.madrid.org;colegio@villalkor.com;Privado Concertado;
Madrid-Capital;28014910;CPR INF-PRI-SEC;VIRGEN DE ATOCHA;Avenida De La Ciudad De Barcelona, 1 ;Madrid;Retiro;28007;915524804;915529643;cc.virgendeatocha.madrid@educa.madrid.org;dirgeneral.atocha@fesd.es;Privado Concertado;
Madrid-Sur;28001034;CPR INF-PRI-SEC;VIRGEN DEL REMEDIO;Avenida De Lisboa, 2 ;Alcorcón;-;28924;916195917;916112507;cc.virgendelremedio.alcorcon@educa.madrid.org;virgenremedio@planalfa.es;Privado Concertado;
Madrid-Capital;28013395;CPR INF-PRI-SEC;WISDOM SCHOOL MADRID;Calle De José Rodríguez Pinilla, 12 ;Madrid;Chamartín;28016;913595027;913508186;cc.nsdelasabiduria.madrid@educa.madrid.org;direccionsabiduria@gmail.com;Privado Concertado;
Madrid-Capital;28040520;CPR INF-PRI-SEC;ZAZUAR;Calle De Zazuar, 17 ;Madrid;Villa de Vallecas;28031;913314845;913314902;cc.zazuar.madrid@educa.madrid.org;info@colegiozazuar.com;Privado Concertado;
Madrid-Oeste;28041101;CPR INF-PRI-SEC;ZOLA-ROZAS;Avenida Esparta, 6 ;Rozas de Madrid, Las;-;28232;916316253;916316158;cc.zola.lasrozas@educa.madrid.org;secretaria@colegioszola.es;Privado Concertado;
Madrid-Norte;28034118;CPR INF-PRI-SEC;ZURBARAN;Calle De Zurbarán, 7 ;Colmenar Viejo;-;28770;918450912;-;cc.zurbaran.colmenarviejo@educa.madrid.org;zurbaran.administracion@telefonica.net;Privado Concertado;
Madrid-Sur;28064214;CPR PRI-SEC;ANDEL;Camino Fuentecisneros, 39 ;Alcorcón;-;28922;916655239;916655240;cc.andel.alcorcon@educa.madrid.org;info@andel.es;Privado Concertado;
Madrid-Capital;28073276;CPR PRI-SEC;BROTMADRID;Calle De Blas Cabrera, 88 ;Madrid;Latina;28044;917107865;-;cc.brotmadrid.madrid@educa.madrid.org;secretaria@colegiobrotmadrid.es;Privado Concertado;
Madrid-Norte;28001976;CPR PRI-SEC;GSD INTERNATIONAL SCHOOL BUITRAGO;Avenida De Madrid, 18 ;Buitrago del Lozoya;-;28730;918680150;918680421;cc.gredossandiego.buitrago@educa.madrid.org;buitrago@gsdeducacion.com;Privado Concertado;
Madrid-Oeste;28023819;CPR PRI-SEC;RETAMAR;Calle Pajares, 22 ;Pozuelo de Alarcón;-;28223;917141022;-;cc.retamar.pozuelodealarcon@educa.madrid.org;secretaria@retamar.es;Privado Concertado;
Madrid-Capital;28014107;CPR PRI-SEC;SAN JOSE DE BEGOÑA;Calle De Marcos De Orueta, 15 ;Madrid;Fuencarral-El Pardo;28034;-;913340065;cc.sanjosebegona.madrid@educa.madrid.org;sjosebm@planalfa.es;Privado Concertado;
Madrid-Capital;28009604;CPR PRI-SEC;SANTA MARIA DE LOS APOSTOLES;Plaza De La Grosella, 4 ;Madrid;Carabanchel;28044;914627411;-;cc.apostoles.madrid@educa.madrid.org;direccion@colegiosma.com;Privado Concertado;
Madrid-Capital;28014651;CPR PRI-SEC;SANTO DOMINGO SAVIO;Calle De Santo Domingo Savio, 2 ;Madrid;Ciudad Lineal;28017;913683100;913689067;cc.santodomingosavio.madrid@educa.madrid.org;secretaria@domingosavio.com;Privado Concertado;
Madrid-Capital;28020491;CPR ES;COLEGIO CEU SAN PABLO DE CLAUDIO COELLO;Calle De Martín De Los Heros, 60 ;Madrid;Moncloa-Aravaca;28008;915615240;915614809;ccsec@ceu.es;ccsec@ceu.es;Privado;
Madrid-Sur;28080785;CPR ES;COLEGIO ESC MADRID;Calle Duero, 47 ;Villaviciosa de Odón;-;28670;-;-;-;-;Privado;
Madrid-Capital;28019907;CPR ES;DARIO ESTUDIO;Calle Gran Vía, 63 ;Madrid;Centro;28013;915411515;-;info@darioestudio.es;-;Privado;
Madrid-Capital;28018897;CPR ES;DIAZ BALAGUER;Calle De Fernando El Católico, 77 ;Madrid;Chamberí;28015;915443520;915498168;secretaria@diaz-balaguer.com;jefatura@diaz-balaguer.com;Privado;
Madrid-Oeste;28037806;CPR ES;EL COLEGIO BRITANICO-BACHILLERATO;Calle Solano, 3 ;Pozuelo de Alarcón;-;28223;913375056;913373634;direcciontecnica@britishschool.es;remedios.lopez@britishschool.es;Privado;
Madrid-Capital;28030745;CPR ES;FOMENTO-FUNDACION;Calle Del Padre Claret, 23 ;Madrid;Chamartín;28002;914134125;-;bachilleratoff@fomento.edu;jdelapuerta@fomento.edu;Privado;
Madrid-Capital;28079795;CPR ES;GLOBAL COLLEGE;Calle De Castellón De La Plana, 8 ;Madrid;Chamartín;28006;625206531;-;secretariat@theglobalcollege.com;cesar.prado@theglobalcollege.com;Privado;
Madrid-Capital;28021719;CPR ES;GUZMÁN EL BUENO;Calle De Eugenio Salazar, 15 ;Madrid;Chamartín;28002;914150495;914167641;secretaria@guzmanelbueno.es;ralvarez@guzmanelbueno.es;Privado;
Madrid-Norte;28029536;CPR ES;KING'S COLLEGE;Paseo De Los Andes, 35 ;Tres Cantos;-;28760;918034800;918036557;sara.fernandez@kingsgroup.org;-;Privado;
Madrid-Oeste;28030794;CPR ES;K.S.;Avenida Bularas, 2 ;Pozuelo de Alarcón;-;28224;917154797;913510901;kensington@kensingtonschool.net;kensington@kensingtonschool.net;Privado;
Madrid-Capital;28074785;CPR ES;NUEVO VELAZQUEZ;Calle De Rosa Jardón, 9 ;Madrid;Chamartín;28016;915616255;912900431;secretaria@colegiovelazquez.es;-;Privado;
Madrid-Norte;28041901;CPR ES;SAN PATRICIO DEL SOTO;Calle Jazmín, 148 ;Alcobendas;-;28109;916500602;916508111;infosoto@colegiosanpatricio.es;-;Privado;
Madrid-Capital;28063738;CPR ES;SEMIN.MENOR ARZ.LA INMACULADA Y S.DAMASO;Plaza De San Francisco, 5 ;Madrid;Centro;28005;913641734;-;secretaria@colegioarzobispal.com;info@colegioarzobispal.com;Privado;
Madrid-Capital;28041913;CPR ES;T.E.M.S.;Calle De Motrico, 3 ;Madrid;Moncloa-Aravaca;28023;913572667;-;beatriz.mera@cognita.com;info@tems.es;Privado;
Madrid-Capital;28018988;CPR ES;VOX;Calle Gran Vía, 59 ;Madrid;Centro;28013;915471763;915472753;institutovox@institutovox.es;dprietol@institutovox.es;Privado;
Madrid-Oeste;28077804;CPR FPE;UNYVERSIA ACADEF CENTRO DE ESTUIDOS SUPERIORES;Avenida De La Condesa De Chinchón, 21 ;Boadilla del Monte;-;28660;657285268;-;director.academico@acadef.es;administracion@acadef.es;Privado;
Madrid-Sur;28033141;CPR INF-PRI-SEC;ÁGORA MADRID INTERNATIONAL SCHOOL;Calle Duero, 35 ;Villaviciosa de Odón;-;28670;916167125;916168257;info@agoraism.com;secretaria.academica@agoraism.com;Privado;
Madrid-Capital;28006561;CPR INF-PRI-SEC;ALAMEDA DE OSUNA;Paseo De La Alameda De Osuna, 17 ;Madrid;Barajas;28042;917427011;917427196;colegio@colegio-alameda.com;-;Privado;
Madrid-Oeste;28048774;CPR INF-PRI-SEC;ALARCON;Calle San Jorge, 25 ;Pozuelo de Alarcón;-;28224;913527250;913510885;secretaria@colegioalar.com;secretaria@colegioalar.com;Privado;
Madrid-Norte;28050215;CPR INF-PRI-SEC;ALDEAFUENTE;Calle Del Camino Ancho, 87 ;Alcobendas;-;28109;916250270;916250290;mmartinho@fomento.edu;aldeafuente@fomento.edu;Privado;
Madrid-Capital;28019737;CPR INF-PRI-SEC;ALTAIR, COLEGIO INTERNACIONAL;Calle De Joaquín Bau, 4 ;Madrid;Chamartín;28036;913596368;-;secretaria@colegioaltair.com;-;Privado;
Madrid-Sur;28026456;CPR INF-PRI-SEC;AMANECER;Avenida De Pablo Iglesias, S/n ;Alcorcón;-;28922;916439092;916438242;gestionalumnos@colegioamanecer.es;direccion@ceamanecer.es;Privado;
Madrid-Capital;28029494;CPR INF-PRI-SEC;ARCANGEL RAFAEL;Calle De Maqueda, 4 ;Madrid;Latina;28024;917119300;-;colegio@colegio-arcangel.com;-;Privado;
Madrid-Norte;28042346;CPR INF-PRI-SEC;ARETEIA;Calle De La Salvia, 24 ;Alcobendas;-;28109;916509102;-;secretaria@areteia.edu.es;fuencisla.frutos@areteia.edu.es;Privado;
